  NumNodes: 19717
  NumEdges: 88651
  NumFeats: 500
  NumClasses: 3
  NumTrainingSamples: 60
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: pubmed | #Nodes: 19717 | #Edges: 108365 | #Classes: 3 |#Features: 500
Epoch 00017 | Loss(train) 0.9692 | Acc(train) 0.5876 | Acc(val) 0.6592 |
Epoch 00018 | Loss(train) 0.9618 | Acc(train) 0.5914 | Acc(val) 0.6587 |
Epoch 00019 | Loss(train) 0.9519 | Acc(train) 0.6036 | Acc(val) 0.6628 |*
Epoch 00020 | Loss(train) 0.9464 | Acc(train) 0.6016 | Acc(val) 0.6643 |*
Epoch 00021 | Loss(train) 0.9380 | Acc(train) 0.6018 | Acc(val) 0.6638 |
Epoch 00022 | Loss(train) 0.9313 | Acc(train) 0.6125 | Acc(val) 0.6628 |
Epoch 00023 | Loss(train) 0.9223 | Acc(train) 0.6193 | Acc(val) 0.6648 |*
Epoch 00024 | Loss(train) 0.9174 | Acc(train) 0.6061 | Acc(val) 0.6663 |*
Epoch 00025 | Loss(train) 0.9090 | Acc(train) 0.6104 | Acc(val) 0.6684 |*
Epoch 00026 | Loss(train) 0.8987 | Acc(train) 0.6148 | Acc(val) 0.6689 |*
Epoch 00027 | Loss(train) 0.8939 | Acc(train) 0.6206 | Acc(val) 0.6699 |*
Epoch 00028 | Loss(train) 0.8869 | Acc(train) 0.6193 | Acc(val) 0.6739 |*
Epoch 00029 | Loss(train) 0.8760 | Acc(train) 0.6236 | Acc(val) 0.6749 |*
Epoch 00030 | Loss(train) 0.8723 | Acc(train) 0.6231 | Acc(val) 0.6765 |*
Epoch 00031 | Loss(train) 0.8642 | Acc(train) 0.6325 | Acc(val) 0.6775 |*
Epoch 00032 | Loss(train) 0.8599 | Acc(train) 0.6231 | Acc(val) 0.6790 |*
Epoch 00033 | Loss(train) 0.8512 | Acc(train) 0.6366 | Acc(val) 0.6820 |*
Epoch 00034 | Loss(train) 0.8416 | Acc(train) 0.6452 | Acc(val) 0.6856 |*
Epoch 00035 | Loss(train) 0.8352 | Acc(train) 0.6505 | Acc(val) 0.6912 |*
Epoch 00036 | Loss(train) 0.8263 | Acc(train) 0.6662 | Acc(val) 0.6983 |*
Epoch 00037 | Loss(train) 0.8158 | Acc(train) 0.6787 | Acc(val) 0.7094 |*
Epoch 00038 | Loss(train) 0.8114 | Acc(train) 0.6832 | Acc(val) 0.7282 |*
Epoch 00039 | Loss(train) 0.8069 | Acc(train) 0.6837 | Acc(val) 0.7429 |*
Epoch 00040 | Loss(train) 0.7954 | Acc(train) 0.7053 | Acc(val) 0.7525 |*
Epoch 00041 | Loss(train) 0.7937 | Acc(train) 0.7040 | Acc(val) 0.7647 |*
Epoch 00042 | Loss(train) 0.7806 | Acc(train) 0.7225 | Acc(val) 0.7733 |*
Epoch 00043 | Loss(train) 0.7757 | Acc(train) 0.7233 | Acc(val) 0.7779 |*
Epoch 00044 | Loss(train) 0.7697 | Acc(train) 0.7154 | Acc(val) 0.7825 |*
Epoch 00045 | Loss(train) 0.7619 | Acc(train) 0.7309 | Acc(val) 0.7901 |*
Epoch 00046 | Loss(train) 0.7577 | Acc(train) 0.7390 | Acc(val) 0.7946 |*
Epoch 00047 | Loss(train) 0.7487 | Acc(train) 0.7390 | Acc(val) 0.8002 |*
Epoch 00048 | Loss(train) 0.7401 | Acc(train) 0.7446 | Acc(val) 0.8038 |*
Epoch 00049 | Loss(train) 0.7410 | Acc(train) 0.7433 | Acc(val) 0.8114 |*
Epoch 00050 | Loss(train) 0.7334 | Acc(train) 0.7451 | Acc(val) 0.8154 |*
Epoch 00051 | Loss(train) 0.7240 | Acc(train) 0.7555 | Acc(val) 0.8185 |*
Epoch 00052 | Loss(train) 0.7238 | Acc(train) 0.7560 | Acc(val) 0.8230 |*
Epoch 00053 | Loss(train) 0.7137 | Acc(train) 0.7616 | Acc(val) 0.8235 |*
Epoch 00054 | Loss(train) 0.7098 | Acc(train) 0.7619 | Acc(val) 0.8240 |*
Epoch 00055 | Loss(train) 0.7048 | Acc(train) 0.7672 | Acc(val) 0.8240 |
Epoch 00056 | Loss(train) 0.7061 | Acc(train) 0.7621 | Acc(val) 0.8245 |*
Epoch 00057 | Loss(train) 0.6954 | Acc(train) 0.7639 | Acc(val) 0.8251 |*
Epoch 00058 | Loss(train) 0.6901 | Acc(train) 0.7697 | Acc(val) 0.8261 |*
Epoch 00059 | Loss(train) 0.6796 | Acc(train) 0.7771 | Acc(val) 0.8271 |*
Epoch 00060 | Loss(train) 0.6804 | Acc(train) 0.7768 | Acc(val) 0.8301 |*
Epoch 00061 | Loss(train) 0.6754 | Acc(train) 0.7738 | Acc(val) 0.8311 |*
Epoch 00062 | Loss(train) 0.6741 | Acc(train) 0.7740 | Acc(val) 0.8327 |*
Epoch 00063 | Loss(train) 0.6660 | Acc(train) 0.7783 | Acc(val) 0.8342 |*
Epoch 00064 | Loss(train) 0.6648 | Acc(train) 0.7834 | Acc(val) 0.8347 |*
Epoch 00065 | Loss(train) 0.6563 | Acc(train) 0.7877 | Acc(val) 0.8327 |
Epoch 00066 | Loss(train) 0.6506 | Acc(train) 0.7839 | Acc(val) 0.8332 |
Epoch 00067 | Loss(train) 0.6440 | Acc(train) 0.7885 | Acc(val) 0.8347 |
Epoch 00068 | Loss(train) 0.6438 | Acc(train) 0.7806 | Acc(val) 0.8382 |*
Epoch 00069 | Loss(train) 0.6430 | Acc(train) 0.7859 | Acc(val) 0.8398 |*
Epoch 00070 | Loss(train) 0.6340 | Acc(train) 0.7931 | Acc(val) 0.8398 |
Epoch 00071 | Loss(train) 0.6422 | Acc(train) 0.7865 | Acc(val) 0.8428 |*
Epoch 00072 | Loss(train) 0.6313 | Acc(train) 0.7862 | Acc(val) 0.8413 |
Epoch 00073 | Loss(train) 0.6259 | Acc(train) 0.7938 | Acc(val) 0.8408 |
Epoch 00074 | Loss(train) 0.6208 | Acc(train) 0.7971 | Acc(val) 0.8403 |
Epoch 00075 | Loss(train) 0.6180 | Acc(train) 0.8037 | Acc(val) 0.8408 |
Epoch 00076 | Loss(train) 0.6235 | Acc(train) 0.7948 | Acc(val) 0.8438 |*
Epoch 00077 | Loss(train) 0.6156 | Acc(train) 0.7948 | Acc(val) 0.8438 |
Epoch 00078 | Loss(train) 0.6100 | Acc(train) 0.8014 | Acc(val) 0.8433 |
Epoch 00079 | Loss(train) 0.6058 | Acc(train) 0.8019 | Acc(val) 0.8423 |
Epoch 00080 | Loss(train) 0.6041 | Acc(train) 0.8012 | Acc(val) 0.8398 |
Epoch 00081 | Loss(train) 0.5974 | Acc(train) 0.8141 | Acc(val) 0.8387 |
Epoch 00082 | Loss(train) 0.5965 | Acc(train) 0.8080 | Acc(val) 0.8392 |
Epoch 00083 | Loss(train) 0.5998 | Acc(train) 0.8047 | Acc(val) 0.8418 |
Epoch 00084 | Loss(train) 0.5929 | Acc(train) 0.8184 | Acc(val) 0.8458 |*
Epoch 00085 | Loss(train) 0.6019 | Acc(train) 0.8065 | Acc(val) 0.8458 |
Epoch 00086 | Loss(train) 0.5865 | Acc(train) 0.8141 | Acc(val) 0.8428 |
Epoch 00087 | Loss(train) 0.5816 | Acc(train) 0.8141 | Acc(val) 0.8398 |
Epoch 00088 | Loss(train) 0.5798 | Acc(train) 0.8108 | Acc(val) 0.8398 |
Epoch 00089 | Loss(train) 0.5867 | Acc(train) 0.8088 | Acc(val) 0.8433 |
Epoch 00090 | Loss(train) 0.5742 | Acc(train) 0.8235 | Acc(val) 0.8479 |*
Epoch 00091 | Loss(train) 0.5755 | Acc(train) 0.8199 | Acc(val) 0.8484 |*
Epoch 00092 | Loss(train) 0.5756 | Acc(train) 0.8237 | Acc(val) 0.8494 |*
Epoch 00093 | Loss(train) 0.5710 | Acc(train) 0.8301 | Acc(val) 0.8474 |
Epoch 00094 | Loss(train) 0.5748 | Acc(train) 0.8131 | Acc(val) 0.8453 |
Epoch 00095 | Loss(train) 0.5651 | Acc(train) 0.8268 | Acc(val) 0.8479 |
Epoch 00096 | Loss(train) 0.5657 | Acc(train) 0.8169 | Acc(val) 0.8499 |*
Epoch 00097 | Loss(train) 0.5682 | Acc(train) 0.8179 | Acc(val) 0.8504 |*
Epoch 00098 | Loss(train) 0.5613 | Acc(train) 0.8212 | Acc(val) 0.8499 |
Epoch 00099 | Loss(train) 0.5656 | Acc(train) 0.8225 | Acc(val) 0.8489 |
Epoch 00100 | Loss(train) 0.5586 | Acc(train) 0.8194 | Acc(val) 0.8494 |
Epoch 00101 | Loss(train) 0.5589 | Acc(train) 0.8253 | Acc(val) 0.8489 |
Epoch 00102 | Loss(train) 0.5532 | Acc(train) 0.8278 | Acc(val) 0.8489 |
Epoch 00103 | Loss(train) 0.5563 | Acc(train) 0.8207 | Acc(val) 0.8494 |
Epoch 00104 | Loss(train) 0.5518 | Acc(train) 0.8321 | Acc(val) 0.8489 |
Epoch 00105 | Loss(train) 0.5576 | Acc(train) 0.8207 | Acc(val) 0.8489 |
Epoch 00106 | Loss(train) 0.5470 | Acc(train) 0.8311 | Acc(val) 0.8504 |
Epoch 00107 | Loss(train) 0.5528 | Acc(train) 0.8253 | Acc(val) 0.8494 |
Epoch 00108 | Loss(train) 0.5489 | Acc(train) 0.8268 | Acc(val) 0.8463 |
Epoch 00109 | Loss(train) 0.5493 | Acc(train) 0.8215 | Acc(val) 0.8469 |
Epoch 00110 | Loss(train) 0.5395 | Acc(train) 0.8313 | Acc(val) 0.8469 |
Epoch 00111 | Loss(train) 0.5422 | Acc(train) 0.8293 | Acc(val) 0.8499 |
Epoch 00112 | Loss(train) 0.5405 | Acc(train) 0.8331 | Acc(val) 0.8519 |*
Epoch 00113 | Loss(train) 0.5337 | Acc(train) 0.8275 | Acc(val) 0.8509 |
Epoch 00114 | Loss(train) 0.5412 | Acc(train) 0.8293 | Acc(val) 0.8484 |
Epoch 00115 | Loss(train) 0.5358 | Acc(train) 0.8311 | Acc(val) 0.8453 |
Epoch 00116 | Loss(train) 0.5305 | Acc(train) 0.8402 | Acc(val) 0.8479 |
Epoch 00117 | Loss(train) 0.5300 | Acc(train) 0.8362 | Acc(val) 0.8509 |
Epoch 00118 | Loss(train) 0.5356 | Acc(train) 0.8293 | Acc(val) 0.8550 |*
Epoch 00119 | Loss(train) 0.5306 | Acc(train) 0.8341 | Acc(val) 0.8534 |
Epoch 00120 | Loss(train) 0.5296 | Acc(train) 0.8392 | Acc(val) 0.8514 |
Epoch 00121 | Loss(train) 0.5256 | Acc(train) 0.8346 | Acc(val) 0.8499 |
Epoch 00122 | Loss(train) 0.5272 | Acc(train) 0.8354 | Acc(val) 0.8489 |
Epoch 00123 | Loss(train) 0.5292 | Acc(train) 0.8336 | Acc(val) 0.8494 |
Epoch 00124 | Loss(train) 0.5207 | Acc(train) 0.8392 | Acc(val) 0.8509 |
Epoch 00125 | Loss(train) 0.5259 | Acc(train) 0.8357 | Acc(val) 0.8519 |
Epoch 00126 | Loss(train) 0.5276 | Acc(train) 0.8341 | Acc(val) 0.8524 |
Epoch 00127 | Loss(train) 0.5186 | Acc(train) 0.8405 | Acc(val) 0.8519 |
Epoch 00128 | Loss(train) 0.5245 | Acc(train) 0.8374 | Acc(val) 0.8540 |
Epoch 00129 | Loss(train) 0.5248 | Acc(train) 0.8369 | Acc(val) 0.8540 |
Epoch 00130 | Loss(train) 0.5194 | Acc(train) 0.8392 | Acc(val) 0.8545 |
Epoch 00131 | Loss(train) 0.5154 | Acc(train) 0.8445 | Acc(val) 0.8540 |
Epoch 00132 | Loss(train) 0.5225 | Acc(train) 0.8352 | Acc(val) 0.8534 |
Epoch 00133 | Loss(train) 0.5089 | Acc(train) 0.8390 | Acc(val) 0.8534 |
Epoch 00134 | Loss(train) 0.5160 | Acc(train) 0.8400 | Acc(val) 0.8560 |*
Epoch 00135 | Loss(train) 0.5128 | Acc(train) 0.8458 | Acc(val) 0.8560 |
Epoch 00136 | Loss(train) 0.5156 | Acc(train) 0.8367 | Acc(val) 0.8560 |
Epoch 00137 | Loss(train) 0.5074 | Acc(train) 0.8372 | Acc(val) 0.8550 |
Epoch 00138 | Loss(train) 0.5063 | Acc(train) 0.8471 | Acc(val) 0.8550 |
Epoch 00139 | Loss(train) 0.5037 | Acc(train) 0.8433 | Acc(val) 0.8575 |*
Epoch 00140 | Loss(train) 0.5051 | Acc(train) 0.8458 | Acc(val) 0.8595 |*
Epoch 00141 | Loss(train) 0.5078 | Acc(train) 0.8387 | Acc(val) 0.8585 |
Epoch 00142 | Loss(train) 0.5058 | Acc(train) 0.8377 | Acc(val) 0.8575 |
Epoch 00143 | Loss(train) 0.5062 | Acc(train) 0.8443 | Acc(val) 0.8590 |
Epoch 00144 | Loss(train) 0.5022 | Acc(train) 0.8466 | Acc(val) 0.8565 |
Epoch 00145 | Loss(train) 0.5041 | Acc(train) 0.8384 | Acc(val) 0.8575 |
Epoch 00146 | Loss(train) 0.5044 | Acc(train) 0.8417 | Acc(val) 0.8580 |
Epoch 00147 | Loss(train) 0.5065 | Acc(train) 0.8377 | Acc(val) 0.8560 |
Epoch 00148 | Loss(train) 0.4999 | Acc(train) 0.8468 | Acc(val) 0.8575 |
Epoch 00149 | Loss(train) 0.5002 | Acc(train) 0.8428 | Acc(val) 0.8600 |*
Epoch 00150 | Loss(train) 0.4983 | Acc(train) 0.8478 | Acc(val) 0.8585 |
Epoch 00151 | Loss(train) 0.4995 | Acc(train) 0.8420 | Acc(val) 0.8570 |
Epoch 00152 | Loss(train) 0.4874 | Acc(train) 0.8488 | Acc(val) 0.8565 |
Epoch 00153 | Loss(train) 0.4979 | Acc(train) 0.8390 | Acc(val) 0.8565 |
Epoch 00154 | Loss(train) 0.4972 | Acc(train) 0.8417 | Acc(val) 0.8590 |
Epoch 00155 | Loss(train) 0.4868 | Acc(train) 0.8476 | Acc(val) 0.8600 |
Epoch 00156 | Loss(train) 0.4921 | Acc(train) 0.8453 | Acc(val) 0.8590 |
Epoch 00157 | Loss(train) 0.4928 | Acc(train) 0.8443 | Acc(val) 0.8595 |
Epoch 00158 | Loss(train) 0.4933 | Acc(train) 0.8476 | Acc(val) 0.8585 |
Epoch 00159 | Loss(train) 0.4894 | Acc(train) 0.8511 | Acc(val) 0.8565 |
Epoch 00160 | Loss(train) 0.4944 | Acc(train) 0.8402 | Acc(val) 0.8605 |*
Epoch 00161 | Loss(train) 0.4948 | Acc(train) 0.8450 | Acc(val) 0.8636 |*
Epoch 00162 | Loss(train) 0.4795 | Acc(train) 0.8511 | Acc(val) 0.8631 |
Epoch 00163 | Loss(train) 0.4868 | Acc(train) 0.8463 | Acc(val) 0.8616 |
Epoch 00164 | Loss(train) 0.4950 | Acc(train) 0.8461 | Acc(val) 0.8590 |
Epoch 00165 | Loss(train) 0.4933 | Acc(train) 0.8438 | Acc(val) 0.8590 |
Epoch 00166 | Loss(train) 0.4846 | Acc(train) 0.8483 | Acc(val) 0.8585 |
Epoch 00167 | Loss(train) 0.4952 | Acc(train) 0.8438 | Acc(val) 0.8616 |
Epoch 00168 | Loss(train) 0.4863 | Acc(train) 0.8450 | Acc(val) 0.8646 |*
Epoch 00169 | Loss(train) 0.4879 | Acc(train) 0.8466 | Acc(val) 0.8605 |
Epoch 00170 | Loss(train) 0.4892 | Acc(train) 0.8435 | Acc(val) 0.8600 |
Epoch 00171 | Loss(train) 0.4864 | Acc(train) 0.8428 | Acc(val) 0.8626 |
Epoch 00172 | Loss(train) 0.4907 | Acc(train) 0.8397 | Acc(val) 0.8616 |
Epoch 00173 | Loss(train) 0.4822 | Acc(train) 0.8468 | Acc(val) 0.8611 |
Epoch 00174 | Loss(train) 0.4808 | Acc(train) 0.8450 | Acc(val) 0.8585 |
Epoch 00175 | Loss(train) 0.4819 | Acc(train) 0.8458 | Acc(val) 0.8590 |
Epoch 00176 | Loss(train) 0.4797 | Acc(train) 0.8509 | Acc(val) 0.8631 |
Epoch 00177 | Loss(train) 0.4752 | Acc(train) 0.8461 | Acc(val) 0.8631 |
Epoch 00178 | Loss(train) 0.4789 | Acc(train) 0.8504 | Acc(val) 0.8621 |
Epoch 00179 | Loss(train) 0.4804 | Acc(train) 0.8476 | Acc(val) 0.8621 |
Epoch 00180 | Loss(train) 0.4851 | Acc(train) 0.8433 | Acc(val) 0.8616 |
Epoch 00181 | Loss(train) 0.4827 | Acc(train) 0.8481 | Acc(val) 0.8641 |
Epoch 00182 | Loss(train) 0.4714 | Acc(train) 0.8506 | Acc(val) 0.8646 |
Epoch 00183 | Loss(train) 0.4780 | Acc(train) 0.8468 | Acc(val) 0.8626 |
Epoch 00184 | Loss(train) 0.4785 | Acc(train) 0.8458 | Acc(val) 0.8621 |
Epoch 00185 | Loss(train) 0.4730 | Acc(train) 0.8468 | Acc(val) 0.8621 |
Epoch 00186 | Loss(train) 0.4729 | Acc(train) 0.8532 | Acc(val) 0.8616 |
Epoch 00187 | Loss(train) 0.4753 | Acc(train) 0.8417 | Acc(val) 0.8631 |
Epoch 00188 | Loss(train) 0.4781 | Acc(train) 0.8450 | Acc(val) 0.8631 |
Epoch 00189 | Loss(train) 0.4820 | Acc(train) 0.8501 | Acc(val) 0.8621 |
Epoch 00190 | Loss(train) 0.4748 | Acc(train) 0.8529 | Acc(val) 0.8631 |
Epoch 00191 | Loss(train) 0.4738 | Acc(train) 0.8423 | Acc(val) 0.8631 |
Epoch 00192 | Loss(train) 0.4806 | Acc(train) 0.8443 | Acc(val) 0.8641 |
Epoch 00193 | Loss(train) 0.4718 | Acc(train) 0.8496 | Acc(val) 0.8621 |
Epoch 00194 | Loss(train) 0.4720 | Acc(train) 0.8504 | Acc(val) 0.8631 |
Epoch 00195 | Loss(train) 0.4703 | Acc(train) 0.8549 | Acc(val) 0.8636 |
Epoch 00196 | Loss(train) 0.4707 | Acc(train) 0.8486 | Acc(val) 0.8626 |
Epoch 00197 | Loss(train) 0.4740 | Acc(train) 0.8466 | Acc(val) 0.8636 |
Epoch 00198 | Loss(train) 0.4751 | Acc(train) 0.8494 | Acc(val) 0.8651 |*
Epoch 00199 | Loss(train) 0.4751 | Acc(train) 0.8450 | Acc(val) 0.8651 |
Epoch 00200 | Loss(train) 0.4647 | Acc(train) 0.8509 | Acc(val) 0.8651 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 9/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.1003 | Acc(train) 0.2835 | Acc(val) 0.5446 |*
Epoch 00002 | Loss(train) 1.0909 | Acc(train) 0.4968 | Acc(val) 0.5441 |
Epoch 00003 | Loss(train) 1.0837 | Acc(train) 0.5019 | Acc(val) 0.5284 |
Epoch 00004 | Loss(train) 1.0761 | Acc(train) 0.5151 | Acc(val) 0.5076 |
Epoch 00005 | Loss(train) 1.0689 | Acc(train) 0.5037 | Acc(val) 0.5071 |
Epoch 00006 | Loss(train) 1.0635 | Acc(train) 0.4986 | Acc(val) 0.5193 |
Epoch 00007 | Loss(train) 1.0541 | Acc(train) 0.5204 | Acc(val) 0.5365 |
Epoch 00008 | Loss(train) 1.0493 | Acc(train) 0.5153 | Acc(val) 0.5532 |*
Epoch 00009 | Loss(train) 1.0394 | Acc(train) 0.5341 | Acc(val) 0.5710 |*
Epoch 00010 | Loss(train) 1.0341 | Acc(train) 0.5399 | Acc(val) 0.5791 |*
Epoch 00011 | Loss(train) 1.0286 | Acc(train) 0.5369 | Acc(val) 0.5877 |*
Epoch 00012 | Loss(train) 1.0233 | Acc(train) 0.5288 | Acc(val) 0.5963 |*
Epoch 00013 | Loss(train) 1.0154 | Acc(train) 0.5552 | Acc(val) 0.6060 |*
Epoch 00014 | Loss(train) 1.0056 | Acc(train) 0.5605 | Acc(val) 0.6217 |*
Epoch 00015 | Loss(train) 1.0027 | Acc(train) 0.5557 | Acc(val) 0.6329 |*
Epoch 00016 | Loss(train) 0.9947 | Acc(train) 0.5765 | Acc(val) 0.6430 |*
Epoch 00017 | Loss(train) 0.9902 | Acc(train) 0.5676 | Acc(val) 0.6526 |*
Epoch 00018 | Loss(train) 0.9842 | Acc(train) 0.5742 | Acc(val) 0.6567 |*
Epoch 00019 | Loss(train) 0.9786 | Acc(train) 0.5691 | Acc(val) 0.6587 |*
Epoch 00020 | Loss(train) 0.9715 | Acc(train) 0.5823 | Acc(val) 0.6613 |*
Epoch 00021 | Loss(train) 0.9632 | Acc(train) 0.5651 | Acc(val) 0.6633 |*
Epoch 00022 | Loss(train) 0.9582 | Acc(train) 0.5828 | Acc(val) 0.6643 |*
Epoch 00023 | Loss(train) 0.9516 | Acc(train) 0.5798 | Acc(val) 0.6628 |
Epoch 00024 | Loss(train) 0.9450 | Acc(train) 0.5777 | Acc(val) 0.6643 |
Epoch 00025 | Loss(train) 0.9380 | Acc(train) 0.5947 | Acc(val) 0.6638 |
Epoch 00026 | Loss(train) 0.9324 | Acc(train) 0.5826 | Acc(val) 0.6663 |*
Epoch 00027 | Loss(train) 0.9240 | Acc(train) 0.6031 | Acc(val) 0.6755 |*
Epoch 00028 | Loss(train) 0.9181 | Acc(train) 0.6173 | Acc(val) 0.6846 |*
Epoch 00029 | Loss(train) 0.9076 | Acc(train) 0.6158 | Acc(val) 0.6922 |*
Epoch 00030 | Loss(train) 0.9022 | Acc(train) 0.6274 | Acc(val) 0.6978 |*
Epoch 00031 | Loss(train) 0.8984 | Acc(train) 0.6290 | Acc(val) 0.7033 |*
Epoch 00032 | Loss(train) 0.8890 | Acc(train) 0.6343 | Acc(val) 0.7094 |*
Epoch 00033 | Loss(train) 0.8822 | Acc(train) 0.6409 | Acc(val) 0.7155 |*
Epoch 00034 | Loss(train) 0.8735 | Acc(train) 0.6482 | Acc(val) 0.7241 |*
Epoch 00035 | Loss(train) 0.8744 | Acc(train) 0.6449 | Acc(val) 0.7312 |*
Epoch 00036 | Loss(train) 0.8598 | Acc(train) 0.6602 | Acc(val) 0.7394 |*
Epoch 00037 | Loss(train) 0.8483 | Acc(train) 0.6741 | Acc(val) 0.7485 |*
Epoch 00038 | Loss(train) 0.8456 | Acc(train) 0.6675 | Acc(val) 0.7586 |*
Epoch 00039 | Loss(train) 0.8372 | Acc(train) 0.6853 | Acc(val) 0.7698 |*
Epoch 00040 | Loss(train) 0.8366 | Acc(train) 0.6840 | Acc(val) 0.7804 |*
Epoch 00041 | Loss(train) 0.8274 | Acc(train) 0.6901 | Acc(val) 0.7901 |*
Epoch 00042 | Loss(train) 0.8237 | Acc(train) 0.7000 | Acc(val) 0.7946 |*
Epoch 00043 | Loss(train) 0.8087 | Acc(train) 0.7111 | Acc(val) 0.7977 |*
Epoch 00044 | Loss(train) 0.8126 | Acc(train) 0.7040 | Acc(val) 0.8027 |*
Epoch 00045 | Loss(train) 0.8027 | Acc(train) 0.7038 | Acc(val) 0.8058 |*
Epoch 00046 | Loss(train) 0.7947 | Acc(train) 0.7177 | Acc(val) 0.8078 |*
Epoch 00047 | Loss(train) 0.7891 | Acc(train) 0.7149 | Acc(val) 0.8078 |
Epoch 00048 | Loss(train) 0.7783 | Acc(train) 0.7248 | Acc(val) 0.8078 |
Epoch 00049 | Loss(train) 0.7758 | Acc(train) 0.7271 | Acc(val) 0.8098 |*
Epoch 00050 | Loss(train) 0.7746 | Acc(train) 0.7291 | Acc(val) 0.8103 |*
Epoch 00051 | Loss(train) 0.7673 | Acc(train) 0.7274 | Acc(val) 0.8114 |*
Epoch 00052 | Loss(train) 0.7534 | Acc(train) 0.7464 | Acc(val) 0.8139 |*
Epoch 00053 | Loss(train) 0.7497 | Acc(train) 0.7367 | Acc(val) 0.8159 |*
Epoch 00054 | Loss(train) 0.7511 | Acc(train) 0.7421 | Acc(val) 0.8159 |
Epoch 00055 | Loss(train) 0.7413 | Acc(train) 0.7367 | Acc(val) 0.8159 |
Epoch 00056 | Loss(train) 0.7452 | Acc(train) 0.7421 | Acc(val) 0.8195 |*
Epoch 00057 | Loss(train) 0.7352 | Acc(train) 0.7421 | Acc(val) 0.8215 |*
Epoch 00058 | Loss(train) 0.7318 | Acc(train) 0.7482 | Acc(val) 0.8210 |
Epoch 00059 | Loss(train) 0.7261 | Acc(train) 0.7449 | Acc(val) 0.8230 |*
Epoch 00060 | Loss(train) 0.7197 | Acc(train) 0.7537 | Acc(val) 0.8230 |
Epoch 00061 | Loss(train) 0.7206 | Acc(train) 0.7454 | Acc(val) 0.8240 |*
Epoch 00062 | Loss(train) 0.7118 | Acc(train) 0.7558 | Acc(val) 0.8251 |*
Epoch 00063 | Loss(train) 0.7018 | Acc(train) 0.7586 | Acc(val) 0.8261 |*
Epoch 00064 | Loss(train) 0.7049 | Acc(train) 0.7588 | Acc(val) 0.8256 |
Epoch 00065 | Loss(train) 0.6974 | Acc(train) 0.7697 | Acc(val) 0.8276 |*
Epoch 00066 | Loss(train) 0.6930 | Acc(train) 0.7674 | Acc(val) 0.8271 |
Epoch 00067 | Loss(train) 0.6849 | Acc(train) 0.7687 | Acc(val) 0.8296 |*
Epoch 00068 | Loss(train) 0.6842 | Acc(train) 0.7634 | Acc(val) 0.8276 |
Epoch 00069 | Loss(train) 0.6832 | Acc(train) 0.7745 | Acc(val) 0.8281 |
Epoch 00070 | Loss(train) 0.6785 | Acc(train) 0.7794 | Acc(val) 0.8271 |
Epoch 00071 | Loss(train) 0.6771 | Acc(train) 0.7667 | Acc(val) 0.8266 |
Epoch 00072 | Loss(train) 0.6745 | Acc(train) 0.7606 | Acc(val) 0.8286 |
Epoch 00073 | Loss(train) 0.6656 | Acc(train) 0.7834 | Acc(val) 0.8286 |
Epoch 00074 | Loss(train) 0.6681 | Acc(train) 0.7738 | Acc(val) 0.8291 |
Epoch 00075 | Loss(train) 0.6649 | Acc(train) 0.7733 | Acc(val) 0.8281 |
Epoch 00076 | Loss(train) 0.6624 | Acc(train) 0.7723 | Acc(val) 0.8291 |
Epoch 00077 | Loss(train) 0.6550 | Acc(train) 0.7781 | Acc(val) 0.8311 |*
Epoch 00078 | Loss(train) 0.6464 | Acc(train) 0.7877 | Acc(val) 0.8332 |*
Epoch 00079 | Loss(train) 0.6468 | Acc(train) 0.7834 | Acc(val) 0.8337 |*
Epoch 00080 | Loss(train) 0.6488 | Acc(train) 0.7898 | Acc(val) 0.8337 |
Epoch 00081 | Loss(train) 0.6396 | Acc(train) 0.7862 | Acc(val) 0.8337 |
Epoch 00082 | Loss(train) 0.6373 | Acc(train) 0.7895 | Acc(val) 0.8337 |
Epoch 00083 | Loss(train) 0.6343 | Acc(train) 0.7936 | Acc(val) 0.8342 |*
Epoch 00084 | Loss(train) 0.6399 | Acc(train) 0.7857 | Acc(val) 0.8347 |*
Epoch 00085 | Loss(train) 0.6258 | Acc(train) 0.7963 | Acc(val) 0.8352 |*
Epoch 00086 | Loss(train) 0.6341 | Acc(train) 0.7783 | Acc(val) 0.8347 |
Epoch 00087 | Loss(train) 0.6294 | Acc(train) 0.7885 | Acc(val) 0.8352 |
Epoch 00088 | Loss(train) 0.6227 | Acc(train) 0.7936 | Acc(val) 0.8382 |*
Epoch 00089 | Loss(train) 0.6262 | Acc(train) 0.7979 | Acc(val) 0.8398 |*
