  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: cora | #Nodes: 2708 | #Edges: 13264 | #Classes: 7 |#Features: 1433
Epoch 00020 | Loss(train) 1.7037 | Acc(train) 0.2884 | Acc(val) 0.3063 |*
Epoch 00021 | Loss(train) 1.6894 | Acc(train) 0.2994 | Acc(val) 0.3137 |*
Epoch 00022 | Loss(train) 1.6738 | Acc(train) 0.3105 | Acc(val) 0.3137 |
Epoch 00023 | Loss(train) 1.6626 | Acc(train) 0.3253 | Acc(val) 0.3137 |
Epoch 00024 | Loss(train) 1.6539 | Acc(train) 0.3364 | Acc(val) 0.3173 |*
Epoch 00025 | Loss(train) 1.6423 | Acc(train) 0.3346 | Acc(val) 0.3173 |
Epoch 00026 | Loss(train) 1.6332 | Acc(train) 0.3438 | Acc(val) 0.3284 |*
Epoch 00027 | Loss(train) 1.6200 | Acc(train) 0.3641 | Acc(val) 0.3284 |
Epoch 00028 | Loss(train) 1.6082 | Acc(train) 0.3438 | Acc(val) 0.3358 |*
Epoch 00029 | Loss(train) 1.5980 | Acc(train) 0.3623 | Acc(val) 0.3358 |
Epoch 00030 | Loss(train) 1.5862 | Acc(train) 0.3715 | Acc(val) 0.3432 |*
Epoch 00031 | Loss(train) 1.5675 | Acc(train) 0.3900 | Acc(val) 0.3469 |*
Epoch 00032 | Loss(train) 1.5618 | Acc(train) 0.3845 | Acc(val) 0.3542 |*
Epoch 00033 | Loss(train) 1.5414 | Acc(train) 0.4030 | Acc(val) 0.3616 |*
Epoch 00034 | Loss(train) 1.5280 | Acc(train) 0.4011 | Acc(val) 0.3690 |*
Epoch 00035 | Loss(train) 1.5137 | Acc(train) 0.4067 | Acc(val) 0.3727 |*
Epoch 00036 | Loss(train) 1.4936 | Acc(train) 0.4362 | Acc(val) 0.3801 |*
Epoch 00037 | Loss(train) 1.4886 | Acc(train) 0.4362 | Acc(val) 0.3838 |*
Epoch 00038 | Loss(train) 1.4837 | Acc(train) 0.4399 | Acc(val) 0.3948 |*
Epoch 00039 | Loss(train) 1.4552 | Acc(train) 0.4640 | Acc(val) 0.3985 |*
Epoch 00040 | Loss(train) 1.4569 | Acc(train) 0.4529 | Acc(val) 0.4059 |*
Epoch 00041 | Loss(train) 1.4378 | Acc(train) 0.4677 | Acc(val) 0.4207 |*
Epoch 00042 | Loss(train) 1.4315 | Acc(train) 0.4991 | Acc(val) 0.4391 |*
Epoch 00043 | Loss(train) 1.4056 | Acc(train) 0.5268 | Acc(val) 0.4539 |*
Epoch 00044 | Loss(train) 1.4005 | Acc(train) 0.5102 | Acc(val) 0.4797 |*
Epoch 00045 | Loss(train) 1.3915 | Acc(train) 0.5379 | Acc(val) 0.5018 |*
Epoch 00046 | Loss(train) 1.3875 | Acc(train) 0.5693 | Acc(val) 0.5166 |*
Epoch 00047 | Loss(train) 1.3603 | Acc(train) 0.5656 | Acc(val) 0.5314 |*
Epoch 00048 | Loss(train) 1.3333 | Acc(train) 0.5952 | Acc(val) 0.5498 |*
Epoch 00049 | Loss(train) 1.3408 | Acc(train) 0.5952 | Acc(val) 0.5646 |*
Epoch 00050 | Loss(train) 1.3205 | Acc(train) 0.5841 | Acc(val) 0.5867 |*
Epoch 00051 | Loss(train) 1.3065 | Acc(train) 0.6044 | Acc(val) 0.6052 |*
Epoch 00052 | Loss(train) 1.3128 | Acc(train) 0.6155 | Acc(val) 0.6199 |*
Epoch 00053 | Loss(train) 1.2909 | Acc(train) 0.6433 | Acc(val) 0.6384 |*
Epoch 00054 | Loss(train) 1.2704 | Acc(train) 0.6359 | Acc(val) 0.6458 |*
Epoch 00055 | Loss(train) 1.2800 | Acc(train) 0.6710 | Acc(val) 0.6568 |*
Epoch 00056 | Loss(train) 1.2472 | Acc(train) 0.6562 | Acc(val) 0.6642 |*
Epoch 00057 | Loss(train) 1.2391 | Acc(train) 0.6506 | Acc(val) 0.6790 |*
Epoch 00058 | Loss(train) 1.2336 | Acc(train) 0.6654 | Acc(val) 0.6827 |*
Epoch 00059 | Loss(train) 1.2184 | Acc(train) 0.6728 | Acc(val) 0.6937 |*
Epoch 00060 | Loss(train) 1.2062 | Acc(train) 0.6876 | Acc(val) 0.7048 |*
Epoch 00061 | Loss(train) 1.1984 | Acc(train) 0.6784 | Acc(val) 0.7122 |*
Epoch 00062 | Loss(train) 1.1898 | Acc(train) 0.6913 | Acc(val) 0.7269 |*
Epoch 00063 | Loss(train) 1.1677 | Acc(train) 0.6932 | Acc(val) 0.7343 |*
Epoch 00064 | Loss(train) 1.1619 | Acc(train) 0.7079 | Acc(val) 0.7343 |
Epoch 00065 | Loss(train) 1.1488 | Acc(train) 0.7172 | Acc(val) 0.7380 |*
Epoch 00066 | Loss(train) 1.1284 | Acc(train) 0.7190 | Acc(val) 0.7417 |*
Epoch 00067 | Loss(train) 1.1306 | Acc(train) 0.7283 | Acc(val) 0.7417 |
Epoch 00068 | Loss(train) 1.1106 | Acc(train) 0.7209 | Acc(val) 0.7417 |
Epoch 00069 | Loss(train) 1.0944 | Acc(train) 0.7412 | Acc(val) 0.7417 |
Epoch 00070 | Loss(train) 1.1014 | Acc(train) 0.7375 | Acc(val) 0.7417 |
Epoch 00071 | Loss(train) 1.0686 | Acc(train) 0.7468 | Acc(val) 0.7417 |
Epoch 00072 | Loss(train) 1.0725 | Acc(train) 0.7190 | Acc(val) 0.7454 |*
Epoch 00073 | Loss(train) 1.0863 | Acc(train) 0.7172 | Acc(val) 0.7528 |*
Epoch 00074 | Loss(train) 1.0535 | Acc(train) 0.7246 | Acc(val) 0.7712 |*
Epoch 00075 | Loss(train) 1.0408 | Acc(train) 0.7468 | Acc(val) 0.7823 |*
Epoch 00076 | Loss(train) 1.0440 | Acc(train) 0.7394 | Acc(val) 0.7823 |
Epoch 00077 | Loss(train) 1.0165 | Acc(train) 0.7763 | Acc(val) 0.7823 |
Epoch 00078 | Loss(train) 1.0221 | Acc(train) 0.7357 | Acc(val) 0.7786 |
Epoch 00079 | Loss(train) 1.0102 | Acc(train) 0.7671 | Acc(val) 0.7786 |
Epoch 00080 | Loss(train) 1.0090 | Acc(train) 0.7616 | Acc(val) 0.7786 |
Epoch 00081 | Loss(train) 1.0083 | Acc(train) 0.7560 | Acc(val) 0.7823 |
Epoch 00082 | Loss(train) 0.9792 | Acc(train) 0.7708 | Acc(val) 0.7823 |
Epoch 00083 | Loss(train) 0.9921 | Acc(train) 0.7523 | Acc(val) 0.7860 |*
Epoch 00084 | Loss(train) 0.9863 | Acc(train) 0.7486 | Acc(val) 0.7934 |*
Epoch 00085 | Loss(train) 0.9518 | Acc(train) 0.7671 | Acc(val) 0.7860 |
Epoch 00086 | Loss(train) 0.9605 | Acc(train) 0.7782 | Acc(val) 0.7860 |
Epoch 00087 | Loss(train) 0.9545 | Acc(train) 0.7874 | Acc(val) 0.7823 |
Epoch 00088 | Loss(train) 0.9346 | Acc(train) 0.7856 | Acc(val) 0.7934 |
Epoch 00089 | Loss(train) 0.9246 | Acc(train) 0.7911 | Acc(val) 0.7934 |
Epoch 00090 | Loss(train) 0.9350 | Acc(train) 0.7856 | Acc(val) 0.7934 |
Epoch 00091 | Loss(train) 0.9185 | Acc(train) 0.7819 | Acc(val) 0.7897 |
Epoch 00092 | Loss(train) 0.9203 | Acc(train) 0.7671 | Acc(val) 0.7897 |
Epoch 00093 | Loss(train) 0.9024 | Acc(train) 0.7893 | Acc(val) 0.7897 |
Epoch 00094 | Loss(train) 0.9028 | Acc(train) 0.7837 | Acc(val) 0.7897 |
Epoch 00095 | Loss(train) 0.9003 | Acc(train) 0.7874 | Acc(val) 0.7970 |*
Epoch 00096 | Loss(train) 0.8863 | Acc(train) 0.7893 | Acc(val) 0.8044 |*
Epoch 00097 | Loss(train) 0.8671 | Acc(train) 0.8133 | Acc(val) 0.8081 |*
Epoch 00098 | Loss(train) 0.8835 | Acc(train) 0.7837 | Acc(val) 0.8118 |*
Epoch 00099 | Loss(train) 0.8808 | Acc(train) 0.7800 | Acc(val) 0.8118 |
Epoch 00100 | Loss(train) 0.8681 | Acc(train) 0.7911 | Acc(val) 0.8118 |
Epoch 00101 | Loss(train) 0.8621 | Acc(train) 0.8004 | Acc(val) 0.8044 |
Epoch 00102 | Loss(train) 0.8331 | Acc(train) 0.7856 | Acc(val) 0.8081 |
Epoch 00103 | Loss(train) 0.8258 | Acc(train) 0.8152 | Acc(val) 0.8081 |
Epoch 00104 | Loss(train) 0.8324 | Acc(train) 0.8022 | Acc(val) 0.8044 |
Epoch 00105 | Loss(train) 0.8388 | Acc(train) 0.8078 | Acc(val) 0.8118 |
Epoch 00106 | Loss(train) 0.8172 | Acc(train) 0.8078 | Acc(val) 0.8192 |*
Epoch 00107 | Loss(train) 0.8243 | Acc(train) 0.8096 | Acc(val) 0.8155 |
Epoch 00108 | Loss(train) 0.8335 | Acc(train) 0.8078 | Acc(val) 0.8155 |
Epoch 00109 | Loss(train) 0.8227 | Acc(train) 0.8059 | Acc(val) 0.8118 |
Epoch 00110 | Loss(train) 0.8098 | Acc(train) 0.8133 | Acc(val) 0.8118 |
Epoch 00111 | Loss(train) 0.8027 | Acc(train) 0.8133 | Acc(val) 0.8118 |
Epoch 00112 | Loss(train) 0.7893 | Acc(train) 0.8115 | Acc(val) 0.8192 |
Epoch 00113 | Loss(train) 0.7971 | Acc(train) 0.8152 | Acc(val) 0.8229 |*
Epoch 00114 | Loss(train) 0.7767 | Acc(train) 0.8115 | Acc(val) 0.8118 |
Epoch 00115 | Loss(train) 0.7878 | Acc(train) 0.8336 | Acc(val) 0.8118 |
Epoch 00116 | Loss(train) 0.7556 | Acc(train) 0.8262 | Acc(val) 0.8081 |
Epoch 00117 | Loss(train) 0.7947 | Acc(train) 0.8059 | Acc(val) 0.8081 |
Epoch 00118 | Loss(train) 0.7582 | Acc(train) 0.8299 | Acc(val) 0.8081 |
Epoch 00119 | Loss(train) 0.7806 | Acc(train) 0.8207 | Acc(val) 0.8118 |
Epoch 00120 | Loss(train) 0.7637 | Acc(train) 0.8189 | Acc(val) 0.8155 |
Epoch 00121 | Loss(train) 0.7647 | Acc(train) 0.8152 | Acc(val) 0.8192 |
Epoch 00122 | Loss(train) 0.7502 | Acc(train) 0.8207 | Acc(val) 0.8192 |
Epoch 00123 | Loss(train) 0.7512 | Acc(train) 0.8299 | Acc(val) 0.8192 |
Epoch 00124 | Loss(train) 0.7496 | Acc(train) 0.8281 | Acc(val) 0.8192 |
Epoch 00125 | Loss(train) 0.7576 | Acc(train) 0.8262 | Acc(val) 0.8192 |
Epoch 00126 | Loss(train) 0.7443 | Acc(train) 0.8336 | Acc(val) 0.8192 |
Epoch 00127 | Loss(train) 0.7258 | Acc(train) 0.8299 | Acc(val) 0.8229 |
Epoch 00128 | Loss(train) 0.7365 | Acc(train) 0.8299 | Acc(val) 0.8229 |
Epoch 00129 | Loss(train) 0.7122 | Acc(train) 0.8392 | Acc(val) 0.8229 |
Epoch 00130 | Loss(train) 0.7313 | Acc(train) 0.8410 | Acc(val) 0.8303 |*
Epoch 00131 | Loss(train) 0.7047 | Acc(train) 0.8466 | Acc(val) 0.8303 |
Epoch 00132 | Loss(train) 0.7073 | Acc(train) 0.8336 | Acc(val) 0.8303 |
Epoch 00133 | Loss(train) 0.7000 | Acc(train) 0.8447 | Acc(val) 0.8266 |
Epoch 00134 | Loss(train) 0.6922 | Acc(train) 0.8429 | Acc(val) 0.8303 |
Epoch 00135 | Loss(train) 0.7006 | Acc(train) 0.8521 | Acc(val) 0.8413 |*
Epoch 00136 | Loss(train) 0.6988 | Acc(train) 0.8466 | Acc(val) 0.8450 |*
Epoch 00137 | Loss(train) 0.6961 | Acc(train) 0.8447 | Acc(val) 0.8487 |*
Epoch 00138 | Loss(train) 0.6947 | Acc(train) 0.8595 | Acc(val) 0.8487 |
Epoch 00139 | Loss(train) 0.7194 | Acc(train) 0.8336 | Acc(val) 0.8487 |
Epoch 00140 | Loss(train) 0.6967 | Acc(train) 0.8503 | Acc(val) 0.8524 |*
Epoch 00141 | Loss(train) 0.6824 | Acc(train) 0.8651 | Acc(val) 0.8561 |*
Epoch 00142 | Loss(train) 0.6705 | Acc(train) 0.8595 | Acc(val) 0.8561 |
Epoch 00143 | Loss(train) 0.6875 | Acc(train) 0.8651 | Acc(val) 0.8561 |
Epoch 00144 | Loss(train) 0.6657 | Acc(train) 0.8503 | Acc(val) 0.8524 |
Epoch 00145 | Loss(train) 0.6473 | Acc(train) 0.8540 | Acc(val) 0.8524 |
Epoch 00146 | Loss(train) 0.6720 | Acc(train) 0.8503 | Acc(val) 0.8487 |
Epoch 00147 | Loss(train) 0.6462 | Acc(train) 0.8632 | Acc(val) 0.8487 |
Epoch 00148 | Loss(train) 0.6480 | Acc(train) 0.8558 | Acc(val) 0.8524 |
Epoch 00149 | Loss(train) 0.6476 | Acc(train) 0.8447 | Acc(val) 0.8561 |
Epoch 00150 | Loss(train) 0.6517 | Acc(train) 0.8780 | Acc(val) 0.8598 |*
Epoch 00151 | Loss(train) 0.6738 | Acc(train) 0.8725 | Acc(val) 0.8598 |
Epoch 00152 | Loss(train) 0.6259 | Acc(train) 0.8725 | Acc(val) 0.8598 |
Epoch 00153 | Loss(train) 0.6485 | Acc(train) 0.8688 | Acc(val) 0.8635 |*
Epoch 00154 | Loss(train) 0.6711 | Acc(train) 0.8521 | Acc(val) 0.8598 |
Epoch 00155 | Loss(train) 0.6467 | Acc(train) 0.8632 | Acc(val) 0.8524 |
Epoch 00156 | Loss(train) 0.6434 | Acc(train) 0.8891 | Acc(val) 0.8561 |
Epoch 00157 | Loss(train) 0.6330 | Acc(train) 0.8706 | Acc(val) 0.8561 |
Epoch 00158 | Loss(train) 0.6310 | Acc(train) 0.8835 | Acc(val) 0.8598 |
Epoch 00159 | Loss(train) 0.6140 | Acc(train) 0.8928 | Acc(val) 0.8635 |
Epoch 00160 | Loss(train) 0.6308 | Acc(train) 0.8891 | Acc(val) 0.8635 |
Epoch 00161 | Loss(train) 0.6062 | Acc(train) 0.8835 | Acc(val) 0.8672 |*
Epoch 00162 | Loss(train) 0.6195 | Acc(train) 0.8780 | Acc(val) 0.8708 |*
Epoch 00163 | Loss(train) 0.6086 | Acc(train) 0.8669 | Acc(val) 0.8672 |
Epoch 00164 | Loss(train) 0.6184 | Acc(train) 0.8743 | Acc(val) 0.8672 |
Epoch 00165 | Loss(train) 0.6197 | Acc(train) 0.8614 | Acc(val) 0.8708 |
Epoch 00166 | Loss(train) 0.5936 | Acc(train) 0.8762 | Acc(val) 0.8708 |
Epoch 00167 | Loss(train) 0.5973 | Acc(train) 0.8780 | Acc(val) 0.8708 |
Epoch 00168 | Loss(train) 0.6190 | Acc(train) 0.8651 | Acc(val) 0.8745 |*
Epoch 00169 | Loss(train) 0.5905 | Acc(train) 0.8946 | Acc(val) 0.8745 |
Epoch 00170 | Loss(train) 0.5752 | Acc(train) 0.9039 | Acc(val) 0.8745 |
Epoch 00171 | Loss(train) 0.6319 | Acc(train) 0.8503 | Acc(val) 0.8782 |*
Epoch 00172 | Loss(train) 0.6020 | Acc(train) 0.8780 | Acc(val) 0.8745 |
Epoch 00173 | Loss(train) 0.6009 | Acc(train) 0.8835 | Acc(val) 0.8672 |
Epoch 00174 | Loss(train) 0.6138 | Acc(train) 0.8706 | Acc(val) 0.8672 |
Epoch 00175 | Loss(train) 0.5794 | Acc(train) 0.8891 | Acc(val) 0.8672 |
Epoch 00176 | Loss(train) 0.5863 | Acc(train) 0.8835 | Acc(val) 0.8672 |
Epoch 00177 | Loss(train) 0.5825 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00178 | Loss(train) 0.5946 | Acc(train) 0.8891 | Acc(val) 0.8672 |
Epoch 00179 | Loss(train) 0.5684 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00180 | Loss(train) 0.5908 | Acc(train) 0.8946 | Acc(val) 0.8782 |
Epoch 00181 | Loss(train) 0.5918 | Acc(train) 0.8799 | Acc(val) 0.8782 |
Epoch 00182 | Loss(train) 0.5700 | Acc(train) 0.8817 | Acc(val) 0.8782 |
Epoch 00183 | Loss(train) 0.5921 | Acc(train) 0.8835 | Acc(val) 0.8745 |
Epoch 00184 | Loss(train) 0.5611 | Acc(train) 0.8835 | Acc(val) 0.8708 |
Epoch 00185 | Loss(train) 0.5579 | Acc(train) 0.9039 | Acc(val) 0.8672 |
Epoch 00186 | Loss(train) 0.5643 | Acc(train) 0.8983 | Acc(val) 0.8672 |
Epoch 00187 | Loss(train) 0.5814 | Acc(train) 0.8614 | Acc(val) 0.8745 |
Epoch 00188 | Loss(train) 0.5837 | Acc(train) 0.8817 | Acc(val) 0.8708 |
Epoch 00189 | Loss(train) 0.5361 | Acc(train) 0.8965 | Acc(val) 0.8819 |*
Epoch 00190 | Loss(train) 0.5777 | Acc(train) 0.8688 | Acc(val) 0.8856 |*
Epoch 00191 | Loss(train) 0.5535 | Acc(train) 0.8891 | Acc(val) 0.8819 |
Epoch 00192 | Loss(train) 0.5808 | Acc(train) 0.8688 | Acc(val) 0.8745 |
Epoch 00193 | Loss(train) 0.5906 | Acc(train) 0.8835 | Acc(val) 0.8745 |
Epoch 00194 | Loss(train) 0.5654 | Acc(train) 0.8928 | Acc(val) 0.8745 |
Epoch 00195 | Loss(train) 0.5885 | Acc(train) 0.8669 | Acc(val) 0.8708 |
Epoch 00196 | Loss(train) 0.5537 | Acc(train) 0.8872 | Acc(val) 0.8708 |
Epoch 00197 | Loss(train) 0.5704 | Acc(train) 0.8946 | Acc(val) 0.8782 |
Epoch 00198 | Loss(train) 0.5506 | Acc(train) 0.8891 | Acc(val) 0.8782 |
Epoch 00199 | Loss(train) 0.5649 | Acc(train) 0.9039 | Acc(val) 0.8819 |
Epoch 00200 | Loss(train) 0.5370 | Acc(train) 0.8762 | Acc(val) 0.8819 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 9/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9465 | Acc(train) 0.1017 | Acc(val) 0.2989 |*
Epoch 00002 | Loss(train) 1.9393 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00003 | Loss(train) 1.9314 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00004 | Loss(train) 1.9239 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00005 | Loss(train) 1.9151 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00006 | Loss(train) 1.9056 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00007 | Loss(train) 1.8953 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00008 | Loss(train) 1.8903 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00009 | Loss(train) 1.8801 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00010 | Loss(train) 1.8665 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00011 | Loss(train) 1.8565 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00012 | Loss(train) 1.8459 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00013 | Loss(train) 1.8378 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00014 | Loss(train) 1.8249 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.8123 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7926 | Acc(train) 0.2976 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7934 | Acc(train) 0.2939 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7835 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7753 | Acc(train) 0.2994 | Acc(val) 0.3026 |*
Epoch 00020 | Loss(train) 1.7616 | Acc(train) 0.2976 | Acc(val) 0.3063 |*
Epoch 00021 | Loss(train) 1.7527 | Acc(train) 0.2957 | Acc(val) 0.3137 |*
Epoch 00022 | Loss(train) 1.7400 | Acc(train) 0.3013 | Acc(val) 0.3137 |
Epoch 00023 | Loss(train) 1.7289 | Acc(train) 0.3142 | Acc(val) 0.3137 |
Epoch 00024 | Loss(train) 1.7244 | Acc(train) 0.3346 | Acc(val) 0.3137 |
Epoch 00025 | Loss(train) 1.7190 | Acc(train) 0.3401 | Acc(val) 0.3210 |*
Epoch 00026 | Loss(train) 1.7047 | Acc(train) 0.3420 | Acc(val) 0.3321 |*
Epoch 00027 | Loss(train) 1.7015 | Acc(train) 0.3530 | Acc(val) 0.3469 |*
Epoch 00028 | Loss(train) 1.6866 | Acc(train) 0.3604 | Acc(val) 0.3579 |*
Epoch 00029 | Loss(train) 1.6878 | Acc(train) 0.3641 | Acc(val) 0.3690 |*
Epoch 00030 | Loss(train) 1.6585 | Acc(train) 0.3900 | Acc(val) 0.3727 |*
Epoch 00031 | Loss(train) 1.6618 | Acc(train) 0.3974 | Acc(val) 0.3875 |*
Epoch 00032 | Loss(train) 1.6492 | Acc(train) 0.3993 | Acc(val) 0.3911 |*
Epoch 00033 | Loss(train) 1.6344 | Acc(train) 0.4177 | Acc(val) 0.3948 |*
Epoch 00034 | Loss(train) 1.6116 | Acc(train) 0.4140 | Acc(val) 0.3948 |
Epoch 00035 | Loss(train) 1.6064 | Acc(train) 0.4140 | Acc(val) 0.3948 |
Epoch 00036 | Loss(train) 1.6050 | Acc(train) 0.4196 | Acc(val) 0.3985 |*
Epoch 00037 | Loss(train) 1.5769 | Acc(train) 0.4307 | Acc(val) 0.3985 |
Epoch 00038 | Loss(train) 1.5684 | Acc(train) 0.4399 | Acc(val) 0.3985 |
Epoch 00039 | Loss(train) 1.5558 | Acc(train) 0.4492 | Acc(val) 0.4059 |*
Epoch 00040 | Loss(train) 1.5460 | Acc(train) 0.4436 | Acc(val) 0.4096 |*
Epoch 00041 | Loss(train) 1.5248 | Acc(train) 0.4492 | Acc(val) 0.4207 |*
Epoch 00042 | Loss(train) 1.5095 | Acc(train) 0.4824 | Acc(val) 0.4170 |
Epoch 00043 | Loss(train) 1.5219 | Acc(train) 0.4898 | Acc(val) 0.4280 |*
Epoch 00044 | Loss(train) 1.5166 | Acc(train) 0.4824 | Acc(val) 0.4391 |*
Epoch 00045 | Loss(train) 1.4852 | Acc(train) 0.5120 | Acc(val) 0.4686 |*
Epoch 00046 | Loss(train) 1.4685 | Acc(train) 0.5120 | Acc(val) 0.4908 |*
Epoch 00047 | Loss(train) 1.4588 | Acc(train) 0.5360 | Acc(val) 0.5092 |*
Epoch 00048 | Loss(train) 1.4464 | Acc(train) 0.5287 | Acc(val) 0.5314 |*
Epoch 00049 | Loss(train) 1.4288 | Acc(train) 0.5656 | Acc(val) 0.5424 |*
Epoch 00050 | Loss(train) 1.4219 | Acc(train) 0.5582 | Acc(val) 0.5535 |*
Epoch 00051 | Loss(train) 1.4247 | Acc(train) 0.5564 | Acc(val) 0.5572 |*
Epoch 00052 | Loss(train) 1.3941 | Acc(train) 0.5841 | Acc(val) 0.5756 |*
Epoch 00053 | Loss(train) 1.3751 | Acc(train) 0.5878 | Acc(val) 0.5756 |
Epoch 00054 | Loss(train) 1.3751 | Acc(train) 0.6044 | Acc(val) 0.5941 |*
Epoch 00055 | Loss(train) 1.3601 | Acc(train) 0.6063 | Acc(val) 0.5978 |*
Epoch 00056 | Loss(train) 1.3435 | Acc(train) 0.6137 | Acc(val) 0.6015 |*
Epoch 00057 | Loss(train) 1.3337 | Acc(train) 0.6081 | Acc(val) 0.6125 |*
Epoch 00058 | Loss(train) 1.3306 | Acc(train) 0.6044 | Acc(val) 0.6125 |
Epoch 00059 | Loss(train) 1.3022 | Acc(train) 0.6026 | Acc(val) 0.6125 |
Epoch 00060 | Loss(train) 1.2978 | Acc(train) 0.6192 | Acc(val) 0.6199 |*
Epoch 00061 | Loss(train) 1.2718 | Acc(train) 0.6414 | Acc(val) 0.6310 |*
Epoch 00062 | Loss(train) 1.2740 | Acc(train) 0.6506 | Acc(val) 0.6384 |*
Epoch 00063 | Loss(train) 1.2616 | Acc(train) 0.6359 | Acc(val) 0.6458 |*
Epoch 00064 | Loss(train) 1.2458 | Acc(train) 0.6488 | Acc(val) 0.6531 |*
Epoch 00065 | Loss(train) 1.2197 | Acc(train) 0.6599 | Acc(val) 0.6568 |*
Epoch 00066 | Loss(train) 1.2170 | Acc(train) 0.6580 | Acc(val) 0.6642 |*
Epoch 00067 | Loss(train) 1.2186 | Acc(train) 0.6506 | Acc(val) 0.6642 |
Epoch 00068 | Loss(train) 1.1880 | Acc(train) 0.6765 | Acc(val) 0.6605 |
Epoch 00069 | Loss(train) 1.1866 | Acc(train) 0.6580 | Acc(val) 0.6642 |
Epoch 00070 | Loss(train) 1.1620 | Acc(train) 0.6858 | Acc(val) 0.6642 |
Epoch 00071 | Loss(train) 1.1838 | Acc(train) 0.6728 | Acc(val) 0.6716 |*
Epoch 00072 | Loss(train) 1.1695 | Acc(train) 0.6562 | Acc(val) 0.6753 |*
Epoch 00073 | Loss(train) 1.1537 | Acc(train) 0.6765 | Acc(val) 0.6753 |
Epoch 00074 | Loss(train) 1.1549 | Acc(train) 0.6617 | Acc(val) 0.6827 |*
Epoch 00075 | Loss(train) 1.1303 | Acc(train) 0.6858 | Acc(val) 0.6900 |*
Epoch 00076 | Loss(train) 1.1278 | Acc(train) 0.6895 | Acc(val) 0.6900 |
Epoch 00077 | Loss(train) 1.1226 | Acc(train) 0.6987 | Acc(val) 0.6974 |*
Epoch 00078 | Loss(train) 1.0905 | Acc(train) 0.7227 | Acc(val) 0.7085 |*
Epoch 00079 | Loss(train) 1.1201 | Acc(train) 0.7024 | Acc(val) 0.7122 |*
Epoch 00080 | Loss(train) 1.1098 | Acc(train) 0.6913 | Acc(val) 0.7159 |*
Epoch 00081 | Loss(train) 1.0623 | Acc(train) 0.7227 | Acc(val) 0.7159 |
Epoch 00082 | Loss(train) 1.0572 | Acc(train) 0.7079 | Acc(val) 0.7196 |*
Epoch 00083 | Loss(train) 1.0414 | Acc(train) 0.7135 | Acc(val) 0.7159 |
Epoch 00084 | Loss(train) 1.0528 | Acc(train) 0.7116 | Acc(val) 0.7196 |
Epoch 00085 | Loss(train) 1.0258 | Acc(train) 0.7190 | Acc(val) 0.7159 |
Epoch 00086 | Loss(train) 1.0238 | Acc(train) 0.7486 | Acc(val) 0.7196 |
Epoch 00087 | Loss(train) 1.0312 | Acc(train) 0.7431 | Acc(val) 0.7196 |
Epoch 00088 | Loss(train) 1.0122 | Acc(train) 0.7320 | Acc(val) 0.7159 |
Epoch 00089 | Loss(train) 1.0054 | Acc(train) 0.7246 | Acc(val) 0.7159 |
Epoch 00090 | Loss(train) 1.0154 | Acc(train) 0.7061 | Acc(val) 0.7196 |
Epoch 00091 | Loss(train) 1.0023 | Acc(train) 0.7172 | Acc(val) 0.7196 |
Epoch 00092 | Loss(train) 0.9827 | Acc(train) 0.7726 | Acc(val) 0.7269 |*
